Permit Number,Latitude,Longitude,Crop(s),AF_Acre,ReportYear
MS-GW-08746,33.8506,-90.6906,Soybeans,0.55,2018
MS-GW-08746,33.8506,-90.6906,Rice,2.328177586,2019
MS-GW-08747,33.5036,-90.3039,Cotton,0.34,2018
MS-GW-08747,33.5036,-90.3039,Cotton,0.376026667,2019
MS-GW-08747,33.33,-90.6131,Corn,0.6022,2014
MS-GW-08747,33.33,-90.6131,Soybeans,1.319890323,2015
MS-GW-08761,33.33,-90.6131,Corn,1.01,2016
MS-GW-08761,33.33,-90.6131,Soybeans,0.53,2017
MS-GW-08772,33.33,-90.6131,Corn,0.54,2018
MS-GW-08772,33.33,-90.6131,Soybeans,0.697371429,2019
MS-GW-08773,33.1703,-90.7056,Fish Culture,1.53,2016
MS-GW-08773,33.1703,-90.7056,Fish Culture,1.89,2017
MS-GW-08773,33.1703,-90.7056,Fish Culture,2.7,2018
MS-GW-08773,33.1703,-90.7056,Fish Culture,3.601363636,2019
MS-GW-08774,33.6014,-90.2381,Corn,0.0,2017
MS-GW-08774,33.6014,-90.2381,Cotton,0.25,2018
MS-GW-08774,33.6014,-90.2381,Corn,0.109393412,2019
MS-GW-08774,33.5953,-90.2422,Corn,0.2,2017
MS-GW-08809,33.5953,-90.2422,Cotton,0.3,2018
MS-GW-08809,33.5953,-90.2422,Corn,0.194454672,2019
MS-GW-08824,33.6239,-90.8072,Soybeans,1.083816177,2015
MS-GW-08824,33.6239,-90.8072,Soybeans,0.77,2016
MS-GW-08824,33.6239,-90.8072,Soybeans,1.16,2017
MS-GW-08824,33.6239,-90.8072,Soybeans,0.8,2018
MS-GW-08824,33.6239,-90.8072,Corn,0.003051852,2019
MS-GW-08826,33.6311,-90.7903,Soybeans,3.69338,2015
MS-GW-08826,33.6311,-90.7903,Soybeans,1.56,2017
MS-GW-08826,33.6311,-90.7903,Soybeans,0.44,2018
MS-GW-08826,33.6311,-90.7903,Soybeans,0.236577778,2019
MS-GW-08826,33.6592,-90.9331,Soybeans,7.16,2018
MS-GW-08827,33.6239,-90.7869,Soybeans,0.81,2018
MS-GW-08827,33.6239,-90.7869,Soybeans,0.479722222,2019
MS-GW-08827,33.5972,-90.7986,Soybeans,1.029575,2015
MS-GW-08827,33.5972,-90.7986,Corn,0.37,2016
MS-GW-08827,33.5972,-90.7986,Soybeans,0.7,2017
MS-GW-08827,33.5972,-90.7986,Soybeans,0.39,2018
MS-GW-08828,33.5972,-90.7986,Cotton,0.158175,2019
MS-GW-08828,33.6408,-90.8272,Rice,2.931253968,2015
MS-GW-08828,33.6408,-90.8272,Soybeans,0.22,2016
MS-GW-08828,33.6408,-90.8272,Soybeans,0.03,2017
MS-GW-08855,33.6408,-90.8272,Soybeans,0.08,2018
MS-GW-08870,33.6408,-90.8272,Soybeans,0.0,2019
MS-GW-08870,33.1172,-90.7953,Soybeans,0.55,2016
MS-GW-08927,33.1172,-90.7953,Soybeans,0.25,2017
MS-GW-08927,33.0203,-90.9417,Corn,0.1722,2014
MS-GW-08927,33.0203,-90.9417,Soybeans,1.330333333,2015
MS-GW-08927,33.0203,-90.9417,Corn,0.52,2016
MS-GW-08927,33.0203,-90.9417,Soybeans,0.46,2017
MS-GW-08975,33.0203,-90.9417,Corn,0.89,2018
MS-GW-08975,33.0203,-90.9417,Soybeans,0.48294,2019
MS-GW-08975,33.0111,-90.9503,Soybeans,0.92714,2015
MS-GW-08984,33.0111,-90.9503,Corn,0.46,2016
MS-GW-08984,33.0111,-90.9503,Soybeans,0.41,2017
MS-GW-08984,33.0111,-90.9503,Corn,0.33,2018
MS-GW-08984,33.0111,-90.9503,Soybeans,0.379984615,2019
MS-GW-08984,34.2103,-90.4228,Cotton,0.272475664,2015
MS-GW-08987,34.2103,-90.4228,Cotton,0.28,2016
MS-GW-08987,34.2103,-90.4228,Cotton,0.1,2017
MS-GW-08987,34.2103,-90.4228,Cotton,0.33,2018
MS-GW-08987,34.2103,-90.4228,Cotton,0.048682967,2019
MS-GW-08987,34.2431,-90.4183,Cotton,0.224775114,2015
MS-GW-08990,34.2431,-90.4183,Cotton,0.22,2016
MS-GW-08990,34.2431,-90.4183,Cotton,0.08,2017
MS-GW-08990,34.2431,-90.4183,Cotton,0.17,2018
MS-GW-08990,34.2431,-90.4183,Cotton,0.113776975,2019
MS-GW-08990,34.0078,-90.525,Soybeans,1.237041262,2015
MS-GW-08990,33.4994,-90.7414,Soybeans,2.385146667,2019
MS-GW-08999,33.6278,-90.8781,Rice,1.901296357,2014
MS-GW-09017,33.6278,-90.8781,Soybeans,1.081213254,2015
MS-GW-09017,33.6278,-90.8781,Soybeans,0.67,2016
MS-GW-09017,33.6278,-90.8781,Soybeans,0.377568542,2019
MS-GW-09017,34.3942,-90.2314,Soybeans,0.0,2017
MS-GW-09017,34.3942,-90.2314,Soybeans,0.06,2018
MS-GW-09017,34.3942,-90.2314,Soybeans,0.0,2019
MS-GW-09043,33.6097,-90.3414,Cotton,0.661776119,2015
MS-GW-09043,33.6097,-90.3414,Corn,1.04,2016
MS-GW-09043,33.6083,-90.3408,Cotton,0.0001605,2017
MS-GW-09051,33.6083,-90.3408,Corn,0.000679868,2018
MS-GW-09086,33.6083,-90.3408,Cotton,0.000246422,2019
MS-GW-09097,33.6531,-90.3033,Soybeans,0.096916129,2015
MS-GW-09097,33.6531,-90.3033,Cotton,0.2,2016
MS-GW-09097,33.6531,-90.3033,Soybeans,0.000432045,2017
MS-GW-09097,33.6531,-90.3033,Corn,0.00064163,2018
MS-GW-09097,33.6531,-90.3033,Cotton,0.000160779,2019
MS-GW-09174,33.7069,-90.7344,Corn,1.470850877,2014
MS-GW-09174,33.7069,-90.7344,Corn,0.838092132,2015
MS-GW-09174,33.7069,-90.7344,Corn,0.73,2016
MS-GW-09180,33.7069,-90.7344,Cotton,0.38,2017
MS-GW-09180,33.7069,-90.7344,Cotton,0.36,2018
MS-GW-09180,33.7069,-90.7344,Cotton,0.125617886,2019
MS-GW-09180,33.7467,-90.8539,Soybeans,0.282875,2019
MS-GW-09216,33.3697,-90.69,Soybeans,0.26684,2014
MS-GW-09238,33.3697,-90.69,Soybeans,0.35976,2015
MS-GW-09238,33.3697,-90.69,Soybeans,0.69,2016
MS-GW-09238,33.3697,-90.69,Soybeans,0.37,2017
MS-GW-09255,33.3697,-90.69,Soybeans,0.53,2018
MS-GW-09255,33.3697,-90.69,Corn,0.334755,2019
MS-GW-09260,33.3517,-90.5289,Fish Culture,3.5,2017
MS-GW-09260,33.1144,-90.5614,Corn,0.5,2018
MS-GW-09260,33.1144,-90.5614,Corn,0.560081633,2019
MS-GW-09260,33.1267,-90.3872,Cotton,0.284708571,2019
MS-GW-09260,33.4658,-90.6594,Soybeans,0.0017058,2018
MS-GW-09262,33.4658,-90.6594,Soybeans,0.0,2019
MS-GW-09262,34.0897,-90.6833,Soybeans,0.884063426,2015
MS-GW-09262,34.0897,-90.6833,Soybeans,0.38,2016
MS-GW-09262,34.0897,-90.6833,Soybeans,0.47,2017
MS-GW-09263,34.0897,-90.6833,Soybeans,0.58,2018
MS-GW-09263,33.8497,-90.8331,Soybeans,1.84,2016
MS-GW-09263,33.8497,-90.8331,Soybeans,1.38,2017
MS-GW-09263,33.8497,-90.8331,Soybeans,1.3,2018
MS-GW-09263,33.8497,-90.8331,Rice,2.762602621,2019
MS-GW-09264,33.8356,-90.7381,Soybeans,0.58,2016
MS-GW-09264,33.8356,-90.7381,Corn,0.76,2017
MS-GW-09264,33.8356,-90.7381,Soybeans,0.27,2018
MS-GW-09264,33.8356,-90.7381,Corn,0.954004205,2019
MS-GW-09264,33.5164,-90.6469,Soybeans,0.31,2018
MS-GW-09270,34.0061,-90.5042,Rice,2.525230579,2015
MS-GW-09270,34.0061,-90.5042,Soybeans,0.5,2016
MS-GW-09270,34.0061,-90.5042,Soybeans,0.46,2017
MS-GW-09270,34.3014,-90.4947,Corn,0.41,2016
MS-GW-09270,34.3014,-90.4947,Cotton,0.479369104,2019
MS-GW-09270,34.3492,-90.4778,Corn,0.482364,2015
MS-GW-09363,34.3492,-90.4778,Soybeans,0.36,2016
MS-GW-09363,34.3492,-90.4778,Cotton,0.39,2017
MS-GW-09373,34.3492,-90.4778,Cotton,0.08,2018
MS-GW-09373,34.3492,-90.4778,Cotton,0.159083235,2019
MS-GW-09382,34.1603,-90.5589,Cotton,0.27,2017
MS-GW-09382,34.1603,-90.5589,Cotton,0.49,2018
MS-GW-09382,34.1603,-90.5589,Cotton,0.276531386,2019
MS-GW-09412,34.1711,-90.5681,Cotton,0.165775401,2014
MS-GW-09412,34.1711,-90.5681,Cotton,0.453551913,2015
MS-GW-09412,34.1711,-90.5681,Cotton,0.31,2016
MS-GW-09412,34.1711,-90.5681,Cotton,0.36,2018
MS-GW-09412,34.1711,-90.5681,Cotton,0.189189189,2019
MS-GW-09420,34.1639,-90.5675,Cotton,0.229411765,2014
MS-GW-09422,34.1639,-90.5675,Cotton,0.374233129,2015
MS-GW-09422,34.1639,-90.5675,Cotton,0.3,2016
MS-GW-09422,34.1639,-90.5675,Cotton,0.4,2018
MS-GW-09422,34.1639,-90.5675,Cotton,0.213592233,2019
MS-GW-09496,34.0225,-90.4219,Soybeans,0.228571429,2014
MS-GW-09555,34.0225,-90.4219,Soybeans,0.955752212,2015
MS-GW-09555,34.0225,-90.4219,Corn,0.39,2016
MS-GW-09595,34.0225,-90.4219,Cotton,0.13,2017
MS-GW-09595,34.0225,-90.4219,Cotton,0.31,2018
MS-GW-09595,34.0225,-90.4219,Cotton,0.147368421,2019
MS-GW-09623,33.7075,-90.2778,Soybeans,0.361014286,2019
MS-GW-09655,33.1847,-90.6967,Rice,0.48,2017
MS-GW-09655,33.1847,-90.6967,Soybeans,1.08,2018
MS-GW-09655,33.6658,-90.2556,Soybeans,0.56,2017
MS-GW-09662,33.6658,-90.2556,Corn,0.74,2018
MS-GW-09662,33.6658,-90.2556,Cotton,0.312011765,2019
MS-GW-09662,34.1353,-90.6142,Soybeans,0.79,2016
MS-GW-09693,34.1353,-90.6142,Soybeans,0.62,2017
MS-GW-09693,34.1353,-90.6142,Soybeans,0.69,2018
MS-GW-09693,34.1353,-90.6142,Soybeans,0.853733333,2019
MS-GW-09693,32.7092,-90.6847,Cotton,0.04,2017
MS-GW-09695,32.7092,-90.6847,Cotton,0.0,2018
MS-GW-09695,33.6636,-90.2481,Soybeans,0.27,2017
MS-GW-09695,33.6636,-90.2481,Corn,0.4,2018
MS-GW-09695,33.6636,-90.2481,Cotton,0.11421,2019
MS-GW-09732,33.6594,-90.6858,Soybeans,0.2,2016
MS-GW-09732,33.6594,-90.6858,Soybeans,0.24,2018
MS-GW-09733,33.7544,-90.8153,Rice,2.17,2017
MS-GW-09735,33.2147,-90.6506,Fish Culture,0.003817006,2016
MS-GW-09740,33.2147,-90.6506,Fish Culture,0.91,2018
MS-GW-09740,33.2147,-90.6506,Fish Culture,1.055757214,2019
MS-GW-09892,33.0858,-90.7964,Corn,0.21,2016
MS-GW-09892,33.324443,-90.669722,Soybeans,0.452261364,2019
MS-GW-09892,33.3964,-90.7164,Soybeans,0.48,2017
MS-GW-09892,33.3964,-90.7164,Soybeans,1.52,2018
MS-GW-09948,33.3964,-90.7164,Soybeans,1.407062509,2019
MS-GW-09948,34.5531,-90.4719,Soybeans,4.45,2016
MS-GW-09948,34.5531,-90.4719,Rice,1.65,2018
MS-GW-09948,34.5531,-90.4719,Soybeans,0.0,2019
MS-GW-09948,34.1333,-90.6242,Soybeans,0.59,2016
MS-GW-09958,34.1333,-90.6242,Soybeans,0.59,2017
MS-GW-09958,34.1333,-90.6242,Soybeans,0.76,2018
MS-GW-09958,34.1333,-90.6242,Soybeans,0.760493819,2019
MS-GW-09960,34.1356,-90.6069,Soybeans,0.91,2016
MS-GW-09960,34.1356,-90.6069,Soybeans,0.6,2017
MS-GW-09960,34.1356,-90.6069,Soybeans,0.86,2018
MS-GW-09978,34.1356,-90.6069,Soybeans,0.609954867,2019
MS-GW-09978,33.0756,-90.3133,Soybeans,0.348436282,2014
MS-GW-09981,33.0756,-90.3133,Rice,0.96,2018
MS-GW-09981,33.0711,-90.3225,Soybeans,0.32032229,2014
MS-GW-10023,33.0711,-90.3225,Rice,1.06,2018
MS-GW-10026,33.0828,-90.311,Soybeans,0.193189915,2014
MS-GW-10026,33.832221,-90.685556,Soybeans,0.312027778,2019
MS-GW-10026,33.6708,-90.58,Soybeans,1.901774398,2015
MS-GW-10026,33.6708,-90.58,Rice,3.99,2016
MS-GW-10121,33.6708,-90.58,Soybeans,0.63,2017
MS-GW-10121,33.6708,-90.58,Soybeans,0.49,2018
MS-GW-10121,33.6708,-90.58,Soybeans,0.067565217,2019
MS-GW-10141,34.3972,-90.1231,Corn,0.159721519,2014
MS-GW-10141,34.3972,-90.1231,Soybeans,0.493,2015
MS-GW-10141,34.3972,-90.1231,Corn,0.76,2016
MS-GW-10141,34.3972,-90.1231,Cotton,0.1,2017
MS-GW-10141,34.3972,-90.1231,Corn,0.2,2018
MS-GW-10141,34.3972,-90.1231,Cotton,0.0,2019
MS-GW-10193,33.5758,-90.5564,Soybeans,0.98830503,2015
MS-GW-10193,33.5758,-90.5564,Soybeans,2.05,2016
MS-GW-10193,33.5758,-90.5564,Soybeans,0.0,2017
MS-GW-10193,33.5758,-90.5564,Soybeans,0.466501569,2019
MS-GW-10193,33.5817,-90.5481,Soybeans,1.28674706,2015
MS-GW-10193,33.5817,-90.5481,Soybeans,0.91,2016
MS-GW-10197,33.5817,-90.5481,Soybeans,1.16,2017
MS-GW-10197,33.5444,-90.9061,Soybeans,0.750732143,2014
MS-GW-10197,33.5444,-90.9061,Soybeans,1.269330357,2015
MS-GW-10197,33.5444,-90.9061,Soybeans,0.771107143,2019
MS-GW-10235,33.5336,-90.8875,Soybeans,0.657112245,2014
MS-GW-10235,33.5336,-90.8875,Soybeans,0.706085427,2019
MS-GW-10266,33.9939,-90.476,Soybeans,0.186475,2014
MS-GW-10266,33.4139,-90.5247,Soybeans,2.6772,2015
MS-GW-10266,33.4139,-90.5247,Soybeans,1.83,2016
MS-GW-10266,33.4139,-90.5247,Soybeans,1.42,2017
MS-GW-10266,33.4139,-90.5247,Soybeans,1.29,2018
MS-GW-10287,34.0514,-90.6125,Soybeans,0.75,2017
MS-GW-10288,34.0514,-90.6125,Rice,2.72,2018
MS-GW-10288,34.0514,-90.6125,Soybeans,1.175661273,2019
MS-GW-10288,33.6564,-90.8625,Rice,0.823467742,2014
MS-GW-10288,33.6564,-90.8625,Rice,0.909018817,2015
MS-GW-10288,33.6564,-90.8625,Corn,0.78,2016
MS-GW-10326,33.6564,-90.8625,Corn,0.64,2017
MS-GW-10326,33.6564,-90.8625,Soybeans,0.76,2018
MS-GW-10326,33.6564,-90.8625,Corn,0.0,2019
MS-GW-10326,33.6714,-91.0175,Corn,0.35721801,2014
MS-GW-10327,33.6714,-91.0175,Corn,0.999658029,2015
MS-GW-10327,33.6714,-91.0175,Soybeans,0.45,2016
MS-GW-10327,33.6714,-91.0175,Soybeans,0.87,2017
MS-GW-10327,33.6714,-91.0175,Soybeans,0.61,2018
MS-GW-10327,33.6714,-91.0175,Corn,0.442094552,2019
MS-GW-10359,33.6031,-91.0697,Cotton,0.000920665,2014
MS-GW-10359,33.6031,-91.0697,Cotton,0.48,2017
MS-GW-10399,33.6031,-91.0697,Cotton,0.135955364,2019
MS-GW-10399,33.582973,-91.088067,Soybeans,0.32928,2019
MS-GW-10442,33.6003,-91.0753,Cotton,0.252466795,2014
MS-GW-10442,33.6003,-91.0753,Cotton,0.1,2016
MS-GW-10442,33.6003,-91.0753,Cotton,0.26,2017
MS-GW-10442,33.6003,-91.0753,Cotton,0.370211661,2019
MS-GW-10443,33.3836,-90.4289,Soybeans,0.919730769,2019
MS-GW-10443,33.23,-90.9972,Rice,0.79857156,2014
MS-GW-10443,33.23,-90.9972,Soybeans,0.855318528,2015
MS-GW-10443,33.23,-90.9972,Soybeans,0.54,2017
MS-GW-10488,33.23,-90.9972,Soybeans,0.57,2018
MS-GW-10488,33.725,-90.4664,Soybeans,0.32,2016
MS-GW-10488,33.725,-90.4664,Soybeans,0.42,2017
MS-GW-10498,33.725,-90.4664,Soybeans,0.72,2018
MS-GW-10498,33.725,-90.4664,Soybeans,0.29085,2019
MS-GW-10505,33.7372,-90.4542,Soybeans,0.667125874,2014
MS-GW-10505,33.7372,-90.4542,Soybeans,1.018951049,2015
MS-GW-10505,33.7372,-90.4542,Rice,2.45,2016
MS-GW-10505,33.7372,-90.4542,Soybeans,0.5,2017
MS-GW-10525,33.4986,-90.9431,Soybeans,0.46,2017
MS-GW-10525,33.4986,-90.9431,Soybeans,0.75,2018
MS-GW-10525,34.4081,-90.2289,Soybeans,0.14,2017
MS-GW-10525,34.4081,-90.2289,Soybeans,0.66,2018
MS-GW-10557,34.4081,-90.2289,Soybeans,0.000169318,2019
MS-GW-10557,33.8997,-90.2494,Corn,0.08,2016
MS-GW-10557,33.8997,-90.2494,Cotton,0.94,2017
MS-GW-10557,33.8997,-90.2494,Cotton,0.22,2018
MS-GW-10558,33.8997,-90.2494,Cotton,0.170396673,2019
MS-GW-10558,33.8964,-90.2497,Corn,0.42,2016
MS-GW-10558,33.8964,-90.2497,Cotton,0.08,2017
MS-GW-10558,33.8964,-90.2497,Cotton,0.000541568,2018
MS-GW-10598,33.8964,-90.2497,Soybeans,0.007818833,2019
MS-GW-10598,33.6158,-90.5764,Soybeans,0.866401565,2015
MS-GW-10653,33.6158,-90.5764,Soybeans,0.2,2016
MS-GW-10653,33.6158,-90.5764,Soybeans,0.0,2017
MS-GW-10653,33.6158,-90.5764,Corn,0.38464,2019
MS-GW-10653,33.7303,-90.6042,Soybeans,0.594655146,2014
MS-GW-10653,33.7303,-90.6042,Soybeans,0.740107228,2015
MS-GW-10653,33.6258,-90.9744,Soybeans,0.84,2016
MS-GW-10653,33.6258,-90.9744,Soybeans,0.86,2017
MS-GW-10655,33.6258,-90.9744,Soybeans,1.02,2018
MS-GW-10655,33.6258,-90.9744,Soybeans,0.710546154,2019
MS-GW-10655,34.1528,-90.4775,Soybeans,0.75,2016
MS-GW-10656,34.1528,-90.4775,Soybeans,0.59,2017
MS-GW-10656,34.1528,-90.4775,Soybeans,0.78,2018
MS-GW-10656,34.1528,-90.4775,Corn,1.019657194,2019
MS-GW-10663,33.85,-90.9819,Corn,0.82,2016
MS-GW-10663,33.85,-90.9819,Soybeans,0.5,2017
MS-GW-10688,33.85,-90.9819,Soybeans,0.65,2018
MS-GW-10688,33.85,-90.9819,Soybeans,0.73605,2019
MS-GW-10688,33.8564,-90.9769,Soybeans,0.91,2016
MS-GW-10688,33.8564,-90.9769,Soybeans,0.32,2017
MS-GW-10688,33.8564,-90.9769,Soybeans,0.55,2018
MS-GW-10689,33.8564,-90.9769,Soybeans,1.216583333,2019
MS-GW-10731,33.5667,-90.3039,Soybeans,0.745365,2014
MS-GW-10731,33.5667,-90.3039,Soybeans,0.53,2017
MS-GW-10731,33.5667,-90.3039,Soybeans,6.502686047,2019
MS-GW-10731,34.0542,-90.5256,Corn,0.440559441,2014
MS-GW-10731,34.0542,-90.5256,Cotton,0.606741573,2015
MS-GW-10731,34.0542,-90.5256,Cotton,0.35,2016
MS-GW-10779,34.0542,-90.5256,Corn,0.26,2017
MS-GW-10779,34.0542,-90.5256,Cotton,0.44,2018
MS-GW-10779,34.0542,-90.5256,Corn,0.257142857,2019
MS-GW-10779,34.0453,-90.5231,Cotton,1.158730159,2015
MS-GW-10779,34.0453,-90.5231,Corn,0.44,2017
MS-GW-10779,34.0453,-90.5231,Soybeans,0.69,2018
MS-GW-10783,34.0453,-90.5231,Corn,0.441666667,2019
MS-GW-10809,34.0394,-90.5239,Cotton,0.926666667,2015
MS-GW-10842,34.0394,-90.5239,Corn,0.47,2017
MS-GW-10842,34.0394,-90.5239,Corn,0.38125,2019
MS-GW-10842,34.0506,-90.4933,Cotton,0.53,2018
MS-GW-10842,34.0506,-90.4933,Cotton,0.422103644,2019
MS-GW-10863,33.1967,-90.9081,Soybeans,1.216464789,2015
MS-GW-10864,33.1967,-90.9081,Soybeans,0.74,2016
MS-GW-10864,33.1967,-90.9081,Soybeans,0.69,2017
MS-GW-10864,33.1967,-90.9081,Rice,2.43,2018
MS-GW-10864,33.1967,-90.9081,Soybeans,0.747816901,2019
MS-GW-10912,33.1869,-90.8992,Soybeans,0.911636364,2019
MS-GW-10912,34.3583,-90.605,Cotton,0.341247113,2014
MS-GW-10912,34.3583,-90.605,Cotton,0.33187067,2015
MS-GW-10912,34.3583,-90.605,Cotton,0.3,2016
MS-GW-10912,34.3583,-90.605,Cotton,0.16,2018
MS-GW-10913,34.3583,-90.605,Cotton,0.0,2019
MS-GW-10913,33.1875,-90.8953,Rice,1.912572727,2014
MS-GW-10913,33.1875,-90.8953,Soybeans,1.180718182,2015
MS-GW-10953,33.1875,-90.8953,Soybeans,0.64,2016
MS-GW-10953,33.1875,-90.8953,Soybeans,0.51,2017
MS-GW-10953,33.1875,-90.8953,Soybeans,0.46,2018
MS-GW-10953,33.1875,-90.8953,Soybeans,0.966236364,2019
MS-GW-10953,33.6786,-90.4608,Soybeans,0.25,2017
MS-GW-10953,33.1575,-90.6544,Rice,2.98,2016
MS-GW-10963,33.3106,-90.3442,Fish Culture,2.41,2016
MS-GW-10963,33.3106,-90.3442,Fish Culture,3.05,2017
MS-GW-10963,33.3106,-90.3442,Fish Culture,0.89,2018
MS-GW-10963,33.3106,-90.3442,Fish Culture,1.1993125,2019
MS-GW-10964,33.2633,-90.8969,Rice,1.39,2016
MS-GW-10965,33.3678,-90.5383,Soybeans,1.624538462,2015
MS-GW-10965,33.3678,-90.5383,Soybeans,0.8,2016
MS-GW-10965,33.3678,-90.5383,Soybeans,1.06,2018
MS-GW-10965,33.3678,-90.5383,Corn,0.672477273,2019
MS-GW-11113,33.4272,-90.7758,Soybeans,0.834861503,2015
MS-GW-11113,33.4272,-90.7758,Corn,0.38,2016
MS-GW-11113,33.4272,-90.7758,Soybeans,0.28,2017
MS-GW-11122,33.4272,-90.7758,Soybeans,0.65,2018
MS-GW-11122,33.4272,-90.7758,Soybeans,1.171801919,2019
MS-GW-11122,33.4522,-90.4069,Soybeans,0.05,2017
MS-GW-11122,33.4522,-90.4069,Soybeans,0.15,2018
MS-GW-11122,33.4522,-90.4069,Soybeans,0.262275,2019
MS-GW-11166,33.2917,-90.8947,Corn,0.264472222,2014
MS-GW-11166,33.2917,-90.8947,Soybeans,0.629736111,2015
MS-GW-11166,33.2917,-90.8947,Corn,3.01,2016
MS-GW-11166,33.2917,-90.8947,Soybeans,0.28,2017
MS-GW-11173,33.2917,-90.8947,Corn,0.39,2018
MS-GW-11173,33.2917,-90.8947,Soybeans,0.300737771,2019
MS-GW-11173,33.6658,-90.7186,Corn,0.99,2016
MS-GW-11173,33.6658,-90.7186,Cotton,0.8,2017
MS-GW-11173,33.6658,-90.7186,Cotton,0.35,2018
MS-GW-11188,33.6658,-90.7186,Cotton,0.102875,2019
MS-GW-11190,33.6653,-90.7183,Corn,0.48,2016
MS-GW-11190,33.6653,-90.7183,Cotton,0.54,2017
MS-GW-11190,33.6733,-90.7222,Rice,4.07,2016
MS-GW-11235,33.6733,-90.7222,Rice,2.53,2017
MS-GW-11236,33.6733,-90.7222,Rice,0.54,2018
MS-GW-11236,33.6733,-90.7222,Soybeans,0.0,2019
MS-GW-11236,34.2967,-90.4742,Cotton,0.042320204,2019
MS-GW-11236,33.3358,-90.8792,Cotton,0.38,2016
MS-GW-11236,33.3358,-90.8792,Cotton,0.15,2017
MS-GW-11236,33.3358,-90.8792,Cotton,0.09,2018
MS-GW-11241,33.4619,-90.4356,Soybeans,0.4815,2014
MS-GW-11241,33.4619,-90.4356,Soybeans,0.690385542,2015
MS-GW-11241,33.4619,-90.4356,Soybeans,0.49,2016
MS-GW-11241,33.4619,-90.4356,Soybeans,2.04e-05,2017
MS-GW-11249,33.4619,-90.4356,Soybeans,0.48,2018
MS-GW-11249,33.4619,-90.4356,Soybeans,0.699435714,2019
MS-GW-11249,33.4647,-90.5764,Soybeans,1.257070707,2015
MS-GW-11249,33.4647,-90.5764,Corn,0.77,2016
MS-GW-11267,33.4647,-90.5764,Soybeans,1.0,2017
MS-GW-11267,33.4647,-90.5764,Corn,0.36676,2019
MS-GW-11283,33.5869,-90.7658,Soybeans,0.934810811,2015
MS-GW-11283,33.5869,-90.7658,Soybeans,0.45,2016
MS-GW-11283,33.5869,-90.7658,Soybeans,0.58,2017
MS-GW-11283,33.5869,-90.7658,Soybeans,0.29,2018
MS-GW-11306,33.5869,-90.7658,Cotton,0.095225,2019
MS-GW-11332,33.6664,-90.6506,Soybeans,0.19,2017
MS-GW-11332,33.5986,-90.34,Soybeans,2.22528934,2014
MS-GW-11332,33.5986,-90.34,Soybeans,0.33,2017
MS-GW-11332,33.5986,-90.34,Soybeans,0.258039106,2019
MS-GW-11332,32.7744,-90.9228,Soybeans,0.5,2018
MS-GW-11364,34.5797,-90.3092,Soybeans,0.466406667,2015
MS-GW-11364,34.5797,-90.3092,Soybeans,0.61,2016
MS-GW-11364,34.5797,-90.3092,Soybeans,0.34,2017
MS-GW-11364,34.5797,-90.3092,Soybeans,0.44,2018
MS-GW-11364,34.5797,-90.3092,Soybeans,0.425475,2019
MS-GW-11391,33.2814,-90.7344,Soybeans,0.24,2017
MS-GW-11391,33.2814,-90.7344,Soybeans,0.35,2018
MS-GW-11391,33.2814,-90.7344,Corn,0.260665363,2019
MS-GW-11391,34.3006,-90.455,Cotton,0.46,2016
MS-GW-11391,34.3006,-90.455,Cotton,0.21,2017
MS-GW-11391,34.3006,-90.455,Cotton,0.36,2018
MS-GW-11413,34.3006,-90.455,Cotton,0.099680397,2019
MS-GW-11437,34.0992,-90.5211,Soybeans,0.44,2017
MS-GW-11437,34.0992,-90.5211,Soybeans,0.93,2018
MS-GW-11437,34.2103,-90.4211,Corn,1.068453846,2015
MS-GW-11461,34.2103,-90.4211,Cotton,0.58,2016
MS-GW-11461,34.2103,-90.4211,Cotton,3.26241,2019
MS-GW-11485,33.9831,-90.0919,Cotton,0.34,2018
MS-GW-11496,32.9742,-90.4192,Corn,0.20640625,2014
MS-GW-11508,32.9742,-90.4192,Cotton,0.249825,2015
MS-GW-11508,32.9742,-90.4192,Cotton,0.11,2016
MS-GW-11508,32.9742,-90.4192,Cotton,0.0008,2019
MS-GW-11508,33.6417,-91.0144,Soybeans,0.420166667,2014
MS-GW-11508,33.6417,-91.0144,Soybeans,0.874091667,2015
MS-GW-11509,33.6417,-91.0144,Corn,0.5,2016
MS-GW-11509,33.6417,-91.0144,Soybeans,0.44,2018
MS-GW-11509,33.6417,-91.0144,Corn,0.144768421,2019
MS-GW-11509,33.35,-90.6208,Corn,0.47606,2014
MS-GW-11509,33.35,-90.6208,Soybeans,1.063065,2015
MS-GW-11510,33.35,-90.6208,Corn,0.52,2016
MS-GW-11510,33.35,-90.6208,Soybeans,0.49,2017
MS-GW-11510,33.35,-90.6208,Corn,0.44,2018
MS-GW-11511,33.35,-90.6208,Soybeans,0.527815,2019
MS-GW-11511,33.7011,-90.8703,Soybeans,0.21,2017
MS-GW-11511,34.5689,-90.4275,Corn,0.8334375,2015
MS-GW-11511,34.5689,-90.4275,Soybeans,0.61,2016
MS-GW-11512,34.5689,-90.4275,Soybeans,0.21,2017
MS-GW-11512,34.5689,-90.4275,Corn,0.76,2018
MS-GW-11512,33.8892,-90.3467,Soybeans,0.96,2017
MS-GW-11512,33.8892,-90.3467,Soybeans,1.22,2018
MS-GW-11512,33.8892,-90.3467,Soybeans,1.024306667,2019
MS-GW-11512,33.9692,-90.668,Soybeans,0.182,2014
